,3,5,7,9
0.0,0.8542876433735795,0.8472657064309561,0.8470824971118949,0.7700683735202185
0.002004008016032064,0.8542876433735795,0.8472657064309561,0.8470824971118949,0.7700683735202185
0.004008016032064128,0.8542876433735795,0.8472657064309561,0.8470824971118949,0.7700683735202185
0.0060120240480961915,0.8542876433735795,0.8472657064309561,0.8470824971118949,0.7700683735202185
0.008016032064128256,0.8542876433735795,0.8472657064309561,0.8470824971118949,0.7700683735202185
0.01002004008016032,0.8542876433735795,0.8472657064309561,0.8470824971118949,0.7700683735202185
0.012024048096192383,0.8528193829656112,0.8484040571351825,0.8478176806430219,0.7680104758059507
0.014028056112224447,0.8604015858617743,0.8573168702903329,0.855372896864777,0.7739851535583466
0.01603206412825651,0.8604015858617743,0.8601426882723858,0.8551280250629276,0.77282652380604
0.018036072144288574,0.8604883628486488,0.8601426882723858,0.8551280250629276,0.77282652380604
0.02004008016032064,0.858518836348575,0.857719204989168,0.8528218449780504,0.7703079136228885
0.022044088176352703,0.858518836348575,0.857719204989168,0.8528218449780504,0.7703079136228885
0.024048096192384766,0.8544505933274937,0.8517182943337875,0.8482758008823164,0.764390558594952
0.026052104208416832,0.8540380045982382,0.8497304846251648,0.8455016086864628,0.7638539824463073
0.028056112224448895,0.8554382201956696,0.852571403407619,0.8468671460486341,0.7650173040928677
0.03006012024048096,0.8536638955986362,0.8494300265384134,0.843955425580444,0.7625922444204735
0.03206412825651302,0.8536638955986362,0.8497093926484081,0.8436671498442431,0.758936333605837
0.03406813627254509,0.8526234850343481,0.8497093926484081,0.8436671498442431,0.758936333605837
0.03607214428857715,0.8488671547636677,0.8469810532562473,0.8396315418249727,0.7562501936847694
0.038076152304609215,0.8452730940537188,0.8421591805138471,0.8362782258571393,0.7567592898169411
0.04008016032064128,0.8419768737077991,0.8388752093551459,0.8002080243462011,0.7187002865321799
0.04208416833667334,0.8404629901700058,0.8377665176580142,0.7973332518178793,0.7120475526669536
0.044088176352705406,0.8419694128056828,0.8385708939752454,0.7968006978900324,0.7118094665964305
0.04609218436873747,0.8361402182983283,0.8288872962200708,0.7871205253014646,0.7032654138968892
0.04809619238476953,0.8330427340546593,0.8237127133703719,0.7826584018476165,0.6998379600212629
0.0501002004008016,0.8341591319703516,0.8233262177666523,0.7840468666140404,0.7007939132652267
0.052104208416833664,0.8332916728354144,0.8233262177666523,0.7840468666140404,0.7007939132652267
0.05410821643286573,0.794875775733844,0.7839228227084831,0.7237398027789101,0.5445576091427673
0.05611222444889779,0.7942326866756259,0.7831243517668587,0.7234658731504862,0.5438550371020383
0.058116232464929855,0.790963941257968,0.7804319083493076,0.7210686080262425,0.541092245887499
0.06012024048096192,0.7915632355510411,0.7797051444245966,0.7209766148099568,0.5414468399531698
0.06212424849699398,0.7916737300784682,0.7802234743894387,0.7198468369713875,0.5421892668209454
0.06412825651302605,0.7916737300784682,0.7790954719458348,0.7186911560911386,0.5431359889024988
0.06613226452905811,0.6909989437058797,0.6281259950784558,0.620693008223898,0.5399714640997005
0.06813627254509018,0.6923625920079137,0.6281259950784558,0.620693008223898,0.5399714640997005
0.07014028056112225,0.689759775188047,0.6256180193141794,0.6183110372177397,0.5373385703385758
0.0721442885771543,0.6906732792076773,0.6260536102506142,0.6200580378418165,0.5386045511709819
0.07414829659318636,0.6872214611244938,0.624345477863871,0.6167680780432759,0.5368523400171026
0.07615230460921843,0.6864212349549967,0.6245969696172551,0.6180968317018632,0.5379522042365723
0.0781563126252505,0.686458978678351,0.6247367282689162,0.6195970772088478,0.5390448844914644
0.08016032064128256,0.5741142888703484,0.6235473054518558,0.5609136859477212,0.5254479969552039
